genomeNo	speciesGenomeNo	taxonomy	lineage	biorank	D_name	catalogueGroup	catalogueName	quality	completeness	contamination	size	gc	contig	type	OTU	OTU_status	projectNo	sampleNo	runNo	tier	nDegKos	degKos	nDepolymeraseLoci	depolymeraseLoci	synthKos
GCMeta_00121063	GCMeta_00121063	g__JAQBQB01	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__JAQBQB01;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	77.77	1.98	3131902	66.57	121	SPIRE	gcMeta_totalOTUv1.0_057173	representative	PRJNA365501	SAMN06264335	SRR5451725	3	1	K01907	0		K00626
GCMeta_00121065	GCMeta_00121065	g__JAKFYM01	d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__CAIPTA01;f__CAIPTA01;g__JAKFYM01;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	77.73	0.89	2828561	58.53	274	IMG/M	gcMeta_totalOTUv1.0_057175	representative	PRJNA621434	SAMN14515565	SRR11673482	3	1	K00019	0		K00626
GCMeta_00121073	GCMeta_00121073	g__JANXQE01	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA8199;g__JANXQE01;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	84.69	9.05	5799060	56.21	609	IMG/M	gcMeta_totalOTUv1.0_057182	representative	PRJNA1017072	SAMN37388399	SRR26077937	3	1	K00019	0		K00626
GCMeta_00121076	GCMeta_00121076	g__UBA5704	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__UBA5704;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	93.98	2.65	6737485	71.92	145	SPIRE	gcMeta_totalOTUv1.0_057185	representative	PRJNA365530	SAMN06266418	SRR5456974	3	1	K00019	0		K00626
GCMeta_00121083	GCMeta_00121083	g__UBA5704	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__UBA5704;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	68.04	4.27	5219378	71.62	782	IMG/M	gcMeta_totalOTUv1.0_057191	representative	PRJNA1017028	SAMN37387924	SRR26077940	3	1	K00019	0		K00626
GCMeta_00121087	GCMeta_00121087	f__Streptosporangiaceae	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__	family	Bacteria	Environments	Agricultural Soil	Medium-quality	75.85	8.91	7053079	69.92	685	IMG/M	gcMeta_totalOTUv1.0_057195	representative	PRJNA1016837	SAMN37388269	SRR26074874	3	1	K01907	0		K00626;K03821
GCMeta_00121089	GCMeta_00121089	g__SCGC-AG-212-J23	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	81.03	3.61	3693414	66.62	335	IMG/M	gcMeta_totalOTUv1.0_057197	representative	PRJNA741280	SAMN19865260	SRR15170210	3	1	K01907	0		K00023;K00626
GCMeta_00121100	GCMeta_00121100	f__Casimicrobiaceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__;s__	family	Bacteria	Environments	Agricultural Soil	Medium-quality	85.21	8.39	6278831	65.03	848	SPIRE	gcMeta_totalOTUv1.0_057207	representative	PRJNA539624	SAMN11532597	SRR9650389	3	1	K00019	0		K00023;K00626;K03821
GCMeta_00121103	GCMeta_00121103	g__VRUE01	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__	genus	Bacteria	Environments	Agricultural Soil	High-quality	97.84	0.86	2590600	67.62	43	IMG/M	gcMeta_totalOTUv1.0_057210	representative	PRJNA1016865	SAMN37387907	SRR26074685	3	1	K01907	0		K00626
GCMeta_00121106	GCMeta_00121106	g__VRUE01	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	92.96	1.72	2528536	68.34	91	IMG/M	gcMeta_totalOTUv1.0_057213	representative	PRJNA1016855	SAMN37387992	SRR26075054	3	1	K01907	0		K00626
GCMeta_00121116	GCMeta_00121116	g__VAYN01	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	genus	Bacteria	Environments	Agricultural Soil	High-quality	95.69	0.86	2840824	68.27	18	IMG/M	gcMeta_totalOTUv1.0_057222	representative	PRJNA365534	SAMN06266325	SRR5456985	3	1	K01907	0		K00626
GCMeta_00121124	GCMeta_00121124	g__VAYN01	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	genus	Bacteria	Environments	Agricultural Soil	High-quality	94.4	3.53	2701548	67.45	128	IMG/M	gcMeta_totalOTUv1.0_057228	representative	PRJNA1016833	SAMN37388179	SRR26075026	3	1	K01907	0		K00626
GCMeta_00121127	GCMeta_00121127	g__UBA9676	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__UBA9676;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	88.29	1.34	4462786	71.21	64	IMG/M	gcMeta_totalOTUv1.0_057230	representative	PRJNA1016826	SAMN37388143	SRR26075314	3	1	K01907	0		K00023;K00626
GCMeta_00121132	GCMeta_00121132	g__PALSA-1003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__PALSA-1003;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	80.68	3.27	3364251	65.95	458	SPIRE	gcMeta_totalOTUv1.0_057235	representative	PRJNA365535	SAMN06266400	SRR5456987	3	1	K00019	0		K00023;K00626;K03821
GCMeta_00121133	GCMeta_00121133	f__Chromobacteriaceae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__;s__	family	Bacteria	Environments	Agricultural Soil	Medium-quality	86.97	0.85	3574218	59.9	112	IMG/M	gcMeta_totalOTUv1.0_057236	representative	PRJNA620789	SAMN14511059	SRR11829739	3	1	K01907	0		K00023;K00626;K03821
GCMeta_00121135	GCMeta_00121135	g__VAYN01	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	genus	Bacteria	Environments	Agricultural Soil	High-quality	91.67	0	2515046	68.62	66	IMG/M	gcMeta_totalOTUv1.0_057238	representative	PRJNA1017004	SAMN37388099	SRR26074827	3	1	K01907	0		K00626
GCMeta_00121138	GCMeta_00121138	g__Chryseolinea	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	78.7	7.89	5897585	42.95	1052	SPIRE	gcMeta_totalOTUv1.0_057241	representative	PRJNA539709	SAMN11532103	SRR9032075	3	1	K01907	0		
GCMeta_00121150	GCMeta_00121150	g__Usitatibacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__Usitatibacter;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	70.55	4	2998731	69.48	529	SPIRE	gcMeta_totalOTUv1.0_057253	representative	PRJNA365534	SAMN06266325	SRR5456985	3	1	K00019	0		K00023;K00626;K03821
GCMeta_00121151	GCMeta_00121151	g__VAYN01	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VAYN01;s__	genus	Bacteria	Environments	Agricultural Soil	High-quality	96.55	0.86	2668116	68.51	45	IMG/M	gcMeta_totalOTUv1.0_057254	representative	PRJNA1016857	SAMN37388124	SRR26075072	3	1	K01907	0		K00626
GCMeta_00121154	GCMeta_00121154	g__VRUE01	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__VRUE01;s__	genus	Bacteria	Environments	Agricultural Soil	High-quality	95.69	0	2589877	68.48	36	IMG/M	gcMeta_totalOTUv1.0_057257	representative	PRJNA1016821	SAMN37388198	SRR26075287	3	1	K01907	0		K00626
GCMeta_00121159	GCMeta_00121159	g__Ch67	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ch67;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	84.06	3.87	4619565	56.4	675	SPIRE	gcMeta_totalOTUv1.0_057262	representative	PRJNA502506	SAMN10351190	SRR8439262	3	1	K01907	0		K00626;K03821
GCMeta_00121163	GCMeta_00121163	g__Gp7-AA10	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__Gp7-AA10;s__	genus	Bacteria	Environments	Agricultural Soil	Medium-quality	96.18	1.92	4349281	62.01	267	SPIRE	gcMeta_totalOTUv1.0_057266	representative	PRJNA365519	SAMN06264607	SRR5456737	3	1	K00019	0		
GCMeta_00121164	GCMeta_00121164	f__70-9	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__	family	Bacteria	Environments	Agricultural Soil	Medium-quality	93.71	1.72	2455497	69.66	113	IMG/M	gcMeta_totalOTUv1.0_057267	representative	PRJNA1016851	SAMN37388452	SRR26075030	3	1	K01907	0		K00626
GCMeta_00140577	GCMeta_00140577	g__Dysosmobacter	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	genus	Bacteria	Poultry	Duck Gut	Medium-quality	77.32	0.335	1934195	64.13	313	gcMeta	gcMeta_totalOTUv1.0_057484	representative	PRJNA1064443	SAMN42328846	SRR29757238	3	1	K00019	0		
GCMeta_00140587	GCMeta_00140587	g__Dysosmobacter	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	genus	Bacteria	Poultry	Duck Gut	Medium-quality	76.51	5.727	2446074	60.16	405	gcMeta	gcMeta_totalOTUv1.0_057488	representative	PRJNA1064443	SAMN42328857	SRR29757226	3	1	K00019	0		K00626
GCMeta_00140778	GCMeta_00140778	g__Dysosmobacter	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	genus	Bacteria	Poultry	Duck Gut	Medium-quality	62.55	2.303	1640826	60.88	160	gcMeta	gcMeta_totalOTUv1.0_057558	representative	PRJNA1064443	SAMN41941741	SRR29536164	3	1	K00019	0		
GCMeta_00141055	GCMeta_00141055	s__Staphylococcus ureilyticus	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus ureilyticus	species	Bacteria	Poultry	Duck Gut	Medium-quality	89.77	1.795	2222389	32.93	409	gcMeta	gcMeta_totalOTUv1.0_005956	member	PRJNA1064443	SAMN41941757	SRR29536174	3	1	K00019	0		K00626
GCMeta_00141127	GCMeta_00141127	s__Dysosmobacter sp900551885	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900551885	species	Bacteria	Poultry	Duck Gut	Medium-quality	94.13	1.403	2505942	60.1	103	gcMeta	gcMeta_totalOTUv1.0_011670	representative	PRJNA1064443	SAMN42328860	SRR29757223	3	1	K00019	0		K00626
GCMeta_00141189	GCMeta_00141189	g__Ventrousia	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Ventrousia;s__	genus	Bacteria	Poultry	Duck Gut	High-quality	94.32	1.510	2245068	56.94	213	gcMeta	gcMeta_totalOTUv1.0_057676	representative	PRJNA1064443	SAMN42328867	SRR29757215	3	1	K01907	0		K00626
GCMeta_00141275	GCMeta_00141275	s__CASEKF01 sp949288455	d__Bacteria;p__Eremiobacterota;c__CADAWZ01;o__CADAWZ01;f__CADAWZ01;g__CASEKF01;s__CASEKF01 sp949288455	species	Bacteria	Poultry	Duck Gut	Medium-quality	94.23	1.282	2105612	39.55	158	gcMeta	gcMeta_totalOTUv1.0_025794	representative	PRJNA1064443	SAMN41882661	SRR29449905	3	1	K01907	0		
GCMeta_00160275	GCMeta_00160275	g__Pseudogracilibacillus	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Pseudogracilibacillus;s__	genus	Bacteria	Wild Animals	Turkey Gut	Medium-quality	94.91	0.220	3066184	35.95	270	gcMeta	gcMeta_totalOTUv1.0_057818	representative	PRJEB39685	SAMEA7112165	ERR4398826	3	1	K01907	0		K00626
GCMeta_00160299	GCMeta_00160299	s__Nocardiopsis merdipullorum	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nocardiopsis;s__Nocardiopsis merdipullorum	species	Bacteria	Wild Animals	Turkey Gut	Medium-quality	89.81	2.930	4286098	65.97	509	gcMeta	gcMeta_totalOTUv1.0_004276	member	PRJEB39685	SAMEA7112047	ERR4398708	3	1	K01907	0		K00626
GCMeta_00160493	GCMeta_00160493	g__Pseudogracilibacillus	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Pseudogracilibacillus;s__	genus	Bacteria	Wild Animals	Turkey Gut	Medium-quality	93.77	1.103	2233723	34.9	202	gcMeta	gcMeta_totalOTUv1.0_057845	representative	PRJEB39685	SAMEA7112165	ERR4398826	3	1	K00019	0		K00626
GCMeta_00160532	GCMeta_00160532	s__Staphylococcus equorum	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	species	Bacteria	Wild Animals	Turkey Gut	Medium-quality	98.61	0.555	2477474	33.08	40	gcMeta	gcMeta_totalOTUv1.0_005937	member	PRJEB39685	SAMEA7112078	ERR4398739	3	1	K00019	0		K00626
GCMeta_00160539	GCMeta_00160539	s__Klebsiella pneumoniae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	species	Bacteria	Wild Animals	Turkey Gut	Medium-quality	69.31	0.0	6183905	56.06	249	gcMeta	gcMeta_totalOTUv1.0_033733	member	PRJEB39685	SAMEA7112064	ERR4398725	3	1	K00019	0		K00626
GCMeta_00160631	GCMeta_00160631	g__Pseudogracilibacillus	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Pseudogracilibacillus;s__	genus	Bacteria	Wild Animals	Turkey Gut	Medium-quality	63.59	2.615	1816372	42.87	573	gcMeta	gcMeta_totalOTUv1.0_057856	representative	PRJEB39685	SAMEA7112165	ERR4398826	3	1	K00019	0		K00626
GCMeta_00160853	GCMeta_00160853	s__Staphylococcus ureilyticus	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus ureilyticus	species	Bacteria	Wild Animals	Turkey Gut	Medium-quality	79.65	3.885	2603156	33.01	508	gcMeta	gcMeta_totalOTUv1.0_005956	member	PRJEB39685	SAMEA7112165	ERR4398826	3	1	K00019	0		K00626
GCMeta_00160960	GCMeta_00160960	g__Pseudogracilibacillus	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Pseudogracilibacillus;s__	genus	Bacteria	Wild Animals	Turkey Gut	Medium-quality	59.25	6.034	1740413	38.07	494	gcMeta	gcMeta_totalOTUv1.0_057900	representative	PRJEB39685	SAMEA7112165	ERR4398826	3	1	K01907	0		K00626
GCMeta_00160967	GCMeta_00160967	g__Lentibacillus_B	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Lentibacillus_B;s__	genus	Bacteria	Wild Animals	Turkey Gut	Medium-quality	98.01	0.0	3220840	41.13	92	gcMeta	gcMeta_totalOTUv1.0_057903	representative	PRJEB39685	SAMEA7112165	ERR4398826	3	1	K01907	0		K00626
GCMeta_00161078	GCMeta_00161078	s__Agathobaculum sp900557315	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900557315	species	Bacteria	Wild Animals	Turkey Gut	Medium-quality	82.70	3.914	2095104	58.83	361	gcMeta	gcMeta_totalOTUv1.0_010943	member	PRJNA988023	SAMN35996037	SRR25052263	3	1	K00019	0		
GCMeta_00161102	GCMeta_00161102	s__Psychrobacter pasteurii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter pasteurii	species	Bacteria	Wild Animals	Turkey Gut	Medium-quality	98.97	0.137	2823348	42.72	194	gcMeta	gcMeta_totalOTUv1.0_034901	member	PRJEB39685	SAMEA7112078	ERR4398739	3	1	K00019	0		K00626
GCMeta_00180012	GCMeta_00180012	s__Psychrobacter faecalis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter faecalis	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	50.86	3.448	2238140	43.55	994	gcMeta	gcMeta_totalOTUv1.0_034887	member	PRJNA477424	SAMN09641630	SRR7533039	3	1	K00019	0		
GCMeta_00180030	GCMeta_00180030	g__UBA2475	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA2475;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	61.45	3.494	2811896	36.67	493	gcMeta	gcMeta_totalOTUv1.0_057930	representative	PRJNA750776	SAMN20491969	SRR15306717	3	1	K00019	0		K00626;K03821
GCMeta_00180033	GCMeta_00180033	s__Enterobacter nimipressuralis_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter nimipressuralis_A	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	59.45	5.172	9110619	53.06	790	gcMeta	gcMeta_totalOTUv1.0_033704	representative	PRJNA872265	SAMN30450045	SRR21291496	3	1	K00019	0		K00626
GCMeta_00180034	GCMeta_00180034	s__Klebsiella pneumoniae	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	98.81	5.415	7739316	54.02	349	gcMeta	gcMeta_totalOTUv1.0_033733	member	PRJNA872265	SAMN30450053	SRR21291488	3	1	K00019	0		K00626
GCMeta_00180036	GCMeta_00180036	s__Comamonas kerstersii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas kerstersii	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	65.61	7.432	2460309	60.04	1259	gcMeta	gcMeta_totalOTUv1.0_032135	member	PRJNA477424	SAMN09641560	SRR7532937	3	1	K01907	0		
GCMeta_00180040	GCMeta_00180040	s__Enterobacter wuhouensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter wuhouensis	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	50.24	4.360	7636035	52.33	1181	gcMeta	gcMeta_totalOTUv1.0_033708	representative	PRJNA477424	SAMN09641536	SRR7533049	3	1	K00019	0		K00626
GCMeta_00180048	GCMeta_00180048	s__Pseudomonas_E lundensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E lundensis	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	93.37	2.765	4555194	59.08	682	gcMeta	gcMeta_totalOTUv1.0_035218	member	PRJNA477424	SAMN09641652	SRR7532986	3	1	K00019	0		K00626
GCMeta_00180058	GCMeta_00180058	s__Acinetobacter albensis	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter albensis	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	64.65	0.0	2001162	38.61	526	gcMeta	gcMeta_totalOTUv1.0_034766	member	PRJNA477424	SAMN09641637	SRR7532956	3	1	K00019	0		K00626
GCMeta_00180060	GCMeta_00180060	g__Lysinibacillus	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Lysinibacillus;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	98.61	1.545	4470667	37	211	gcMeta	gcMeta_totalOTUv1.0_057937	representative	PRJNA477424	SAMN09641625	SRR7533036	3	1	K00019	0		K00023;K00626;K03821
GCMeta_00180069	GCMeta_00180069	g__Acinetobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	94.63	0.970	3248440	39.29	294	gcMeta	gcMeta_totalOTUv1.0_057942	representative	PRJNA477424	SAMN09641575	SRR7532888	3	1	K00019	0		K00626
GCMeta_00180082	GCMeta_00180082	f__Vagococcaceae	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Vagococcaceae;g__;s__	family	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	91.12	1.872	2934819	37.11	152	gcMeta	gcMeta_totalOTUv1.0_057951	representative	PRJNA872265	SAMN30450090	SRR21291447	3	1	K00019	0		K00626
GCMeta_00180098	GCMeta_00180098	g__Acinetobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	67.86	0.0	3510767	40.92	91	gcMeta	gcMeta_totalOTUv1.0_057959	representative	PRJNA872265	SAMN30450087	SRR21291450	3	1	K00019	0		K00023;K00626
GCMeta_00180103	GCMeta_00180103	s__Acinetobacter johnsonii	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	85.68	0.958	2289582	42.36	368	gcMeta	gcMeta_totalOTUv1.0_034789	member	PRJNA872265	SAMN30449994	SRR21291543	3	1	K00019	0		K00626
GCMeta_00180106	GCMeta_00180106	g__Sphingobacterium	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	71.5	1.190	3787712	36.09	795	gcMeta	gcMeta_totalOTUv1.0_057964	representative	PRJNA475184	SAMN09388967	SRR7340327	3	1	K01907	0		
GCMeta_00180111	GCMeta_00180111	s__Psychrobacter sanguinis_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__Psychrobacter sanguinis_A	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	99.93	0.274	2899956	44.76	132	gcMeta	gcMeta_totalOTUv1.0_034905	representative	PRJNA477424	SAMN09641549	SRR7533026	3	1	K00019	0		K00626
GCMeta_00180116	GCMeta_00180116	s__Necropsobacter rosorum	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Necropsobacter;s__Necropsobacter rosorum	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	96.01	1.600	3962741	50.66	953	gcMeta	gcMeta_totalOTUv1.0_033877	representative	PRJNA872265	SAMN30450080	SRR21291458	3	1	K00019	0		K00626
GCMeta_00180166	GCMeta_00180166	s__Ochrobactrum_A pituitosa	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_A;s__Ochrobactrum_A pituitosa	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	69.26	2.753	3362956	53.36	1630	gcMeta	gcMeta_totalOTUv1.0_030486	member	PRJNA872265	SAMN30450065	SRR21291474	3	1	K00019	0		K00626
GCMeta_00180168	GCMeta_00180168	s__Serratia ureilytica	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia;s__Serratia ureilytica	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	76.36	1.724	3871732	60.25	523	gcMeta	gcMeta_totalOTUv1.0_033798	member	PRJNA872265	SAMN30450063	SRR21291477	3	1	K00019	0		K00626
GCMeta_00180172	GCMeta_00180172	s__Comamonas testosteroni_C	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas testosteroni_C	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	56.97	3.060	2981071	61.54	1588	gcMeta	gcMeta_totalOTUv1.0_032152	member	PRJNA477424	SAMN09641558	SRR7532939	3	1	K01907	0		K00626
GCMeta_00180173	GCMeta_00180173	g__Brevundimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	50.86	8.620	3139457	65.39	647	gcMeta	gcMeta_totalOTUv1.0_058000	representative	PRJNA750776	SAMN20491969	SRR15306717	3	1	K00019	0		K00023;K00626
GCMeta_00180195	GCMeta_00180195	s__Enterobacter asburiae_D	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_D	species	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	56.89	5.172	5767637	56.12	1144	gcMeta	gcMeta_totalOTUv1.0_033692	member	PRJNA808648	SAMN26096757	SRR18080422	3	1	K00019	0		K00626
GCMeta_00180205	GCMeta_00180205	g__Rheinheimera	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Rheinheimera;s__	genus	Bacteria	Wild Animals	Giant panda Gut	Medium-quality	98.59	0.359	3066890	40.82	95	gcMeta	gcMeta_totalOTUv1.0_058018	representative	PRJNA477424	SAMN09641630	SRR7533039	3	1	K00019	0		K00626
