ko	genomeId	locusid	contigId	sStart	eEnd	orient	gtdb_mini_taxonomy	gtdb_lineage
K05973	GCMeta_00540843	IMCFILLC_01450	GCMeta_00540843_00006	139759	140988	+	Sphingomonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__
K05973	GCMeta_01260115	IMCJIMKC_00607	GCMeta_01260115_00017	6916	8130	-	LMDS01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__
K05973	GCMeta_01260115	IMCJIMKC_00670	GCMeta_01260115_00019	14265	15614	+	LMDS01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__
K05973	GCMeta_01320034	IMCKLDEL_01705	GCMeta_01320034_00058	8755	10062	+	Roseovarius	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__
K05973	GCMeta_00600687	IMDANKGJ_01515	GCMeta_00600687_00005	211239	212645	+	Micavibrio_B sp030824965	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__Micavibrio_B;s__Micavibrio_B sp030824965
K05973	GCMeta_01217304	IMEGGFIN_01551	GCMeta_01217304_00018	13877	15082	+	Litorivicinus	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litorivicinaceae;g__Litorivicinus;s__
K05973	GCMeta_01261868	IMEKNFMF_02524	GCMeta_01261868_00183	962	2224	-	CALAXT01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CALAXT01;s__
K05973	GCMeta_01085836	IMENLHHA_01381	GCMeta_01085836_00018	19973	21277	-	Sandarakinorhabdus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__
K05973	GCMeta_00120551	IMFDENCE_00003	GCMeta_00120551_00001	2535	3875	-	AWTP1-13	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__
K05973	GCMeta_00541915	IMFDHCPF_02185	GCMeta_00541915_00278	1208	2422	-	CAIYPG01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__CAIYPG01;s__
K05973	GCMeta_01137171	IMFFNOPJ_00001	GCMeta_01137171_00001	91	1005	+	Maricaulis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__
K05973	GCMeta_00540819	IMFMMAFF_03511	GCMeta_00540819_00006	56277	57497	-	Sphingopyxis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__
K05973	GCMeta_00542663	IMFOLAMI_00163	GCMeta_00542663_00001	165068	166315	+	Novosphingobium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
K05973	GCMeta_01263597	IMGDHIFC_00653	GCMeta_01263597_00009	37210	38430	+	SHWF01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__SHWF01;s__
K05973	GCMeta_01343699	IMGMIMPG_00145	GCMeta_01343699_00003	14989	16242	+	CAISGS01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CAISGS01;s__
K05973	GCMeta_00541637	IMHAJNKL_02014	GCMeta_00541637_00010	68810	70081	-	Phenylobacterium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__
K05973	GCMeta_01262236	IMIBAHJF_00177	GCMeta_01262236_00006	765	2066	+	JAEMQF01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAEMQF01;s__
K05973	GCMeta_01252959	IMJBJHMB_01070	GCMeta_01252959_00032	6148	7497	-	Rhodoferax_C	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__
K05973	GCMeta_01186393	IMKALCKB_01219	GCMeta_01186393_00002	419435	420697	+	Maricaulis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__
K05973	GCMeta_01156794	IMKEHICL_02626	GCMeta_01156794_00008	7437	8744	-	Parvularcula	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Parvularcula;s__
K05973	GCMeta_00813407	IMKIJCML_01110	k141_1093065	4979	6196	-	SG8-39	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__
K05973	GCMeta_01261952	IMLBKHCG_02916	GCMeta_01261952_00407	279	1496	+	Burkholderiales	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__;g__;s__
K05973	GCMeta_01179582	IMMGFCOH_01818	GCMeta_01179582_00008	46999	48306	-	Pseudorhodobacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter;s__
K05973	GCMeta_01148335	IMMMGNKO_00103	GCMeta_01148335_00001	116912	118825	+	Alloalcanivorax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alloalcanivorax;s__
K05973	GCMeta_00542009	IMMOAOKG_00104	GCMeta_00542009_00004	17132	18481	-	Limnohabitans sp937891045	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp937891045
K05973	GCMeta_01151175	IMNEEOLB_01383	GCMeta_01151175_00177	2017	3237	+	GCA-2731375	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375;s__
K05973	GCMeta_01260206	IMOHIMNI_01350	GCMeta_01260206_00049	6022	7296	-	JAEZVV01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAEZVV01;s__
K05973	GCMeta_00601156	INACKJHK_02073	GCMeta_00601156_00629	49	1329	+	Brevundimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
K05973	GCMeta_01303749	INAHGCCL_00513	GCMeta_01303749_00028	10704	12032	+	Limnohabitans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__
K05973	GCMeta_00798919	INAHKLAI_00988	NMDC60090459_00058	5126	6433	+	Hyphomicrobium_A sp024230315	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_A;s__Hyphomicrobium_A sp024230315
K05973	GCMeta_01161609	INAMNLOL_02667	GCMeta_01161609_00055	1629	2906	-	JAEPMR01 sp017643845	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAEPMR01;s__JAEPMR01 sp017643845
K05973	GCMeta_02133750	INBBNKJM_00748	GCMeta_02133750_00002	246601	247842	-	AKCV01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__AKCV01;s__
K05973	GCMeta_01255260	INBOMGDP_01308	GCMeta_01255260_00020	40646	41941	+	Lysobacter_C sp001830245	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_C;s__Lysobacter_C sp001830245
K05973	GCMeta_00792884	INBPPOKE_04596	GCMeta_00792884_00473	1133	2458	-	Afipia birgiae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Afipia;s__Afipia birgiae
K05973	GCMeta_01121098	INCEFKFE_00797	GCMeta_01121098_00024	2738	3955	+	Colwellia sp013215465	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Colwellia;s__Colwellia sp013215465
K05973	GCMeta_00791134	INCGKOJA_00138	NODE_761_length_38558_cov_5.738306	13862	15106	+	Anderseniella	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__
K05973	GCMeta_00791134	INCGKOJA_00138	NODE_761_length_38558_cov_5.738306	13862	15106	+	Anderseniella	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Anderseniella;s__
K05973	GCMeta_01085522	INCMHCIF_00252	GCMeta_01085522_00009	11115	12395	-	Allorhizobium sp900466005	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium;s__Allorhizobium sp900466005
K05973	GCMeta_00051708	INDDHLNJ_00054	NODE_1_length_407702_cov_26.829671	62577	63809	-	Advenella_A alkanexedens	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Advenella_A;s__Advenella_A alkanexedens
K05973	GCMeta_01344521	INDEDECE_00643	GCMeta_01344521_00005	57033	58280	-	UBA4615	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA4615;s__
K05973	GCMeta_01229022	INDHINEC_01005	GCMeta_01229022_00006	59458	60684	-	Opacimonas sp002292215	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Opacimonas;s__Opacimonas sp002292215
K05973	GCMeta_01281126	INFALHEG_01524	GCMeta_01281126_00077	7886	9166	+	Rubrivivax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
K05973	GCMeta_01281126	INFALHEG_02199	GCMeta_01281126_00135	8216	9508	-	Rubrivivax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
K05973	GCMeta_01281126	INFALHEG_02760	GCMeta_01281126_00193	6354	7604	-	Rubrivivax	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
K05973	GCMeta_01260083	INFFKKPM_02727	GCMeta_01260083_00353	3023	4261	+	Palsa-1104	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__Palsa-1104;g__;s__
K05973	GCMeta_01326730	INFLFGIG_01730	GCMeta_01326730_00004	225161	226408	-	UBA4615	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA4615;s__
K05973	GCMeta_01322624	INHAPBOD_01665	GCMeta_01322624_00158	1933	3540	+	Rhodoferax sp903938955	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp903938955
K05973	GCMeta_01281403	INIHNFLM_00128	GCMeta_01281403_00003	11649	12929	+	Brevundimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
K05973	GCMeta_01281403	INIHNFLM_03225	GCMeta_01281403_00302	520	1791	-	Brevundimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
K05973	GCMeta_02134598	INJAIOIP_00353	GCMeta_02134598_00002	115788	117038	-	Pseudoxanthomonas_A sp023390905	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__Pseudoxanthomonas_A sp023390905
K05973	GCMeta_00811213	INJANDNP_02849	NODE_4650_length_13489_cov_131.358791	7732	8949	+	Acidiphilium multivorum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium;s__Acidiphilium multivorum
K05973	GCMeta_01320969	INJEOOPF_02954	GCMeta_01320969_00092	14256	15485	+	Sphingomonas ginsenosidimutans	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas ginsenosidimutans
K05973	GCMeta_00542018	INJJCPIJ_02554	GCMeta_00542018_00060	1431	2846	+	Comamonas aquatica	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas aquatica
K05973	GCMeta_01214921	INJKCKBI_00581	GCMeta_01214921_00019	13322	14608	-	Hyphococcus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Hyphococcus;s__
K05973	GCMeta_01336178	INKAFFGK_01562	GCMeta_01336178_00012	43570	44865	+	Polynucleobacter sp903944725	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp903944725
K05973	GCMeta_00200131	INKCMHBA_00263	GCMeta_00200131_00032	5601	6728	-	JADYZU01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JADYZU01;s__
K05973	GCMeta_01261908	INKGDKPN_01373	GCMeta_01261908_00025	5009	6229	-	PALSA-911	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__PALSA-911;s__
K05973	GCMeta_00540855	INKIALOK_01971	GCMeta_00540855_00054	17157	18506	+	AWTP1-13	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__
K05973	GCMeta_00540855	INKIALOK_02700	GCMeta_00540855_00097	4427	5641	-	AWTP1-13	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__
K05973	GCMeta_01261906	INLELALF_00625	GCMeta_01261906_00065	5000	6232	+	JANYFH01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Usitatibacteraceae;g__JANYFH01;s__
K05973	GCMeta_01262377	INLJHPHD_01329	GCMeta_01262377_00126	1988	3235	+	Hyphomicrobiaceae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__
K05973	GCMeta_01320477	INMHNAFP_03202	GCMeta_01320477_00028	8345	9595	-	Quisquiliibacterium sp903934295	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Quisquiliibacterium;s__Quisquiliibacterium sp903934295
K05973	GCMeta_01320477	INMHNAFP_03923	GCMeta_01320477_00050	11325	12605	-	Quisquiliibacterium sp903934295	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Quisquiliibacterium;s__Quisquiliibacterium sp903934295
K05973	GCMeta_02137437	INNDLNOB_04467	GCMeta_02137437_00116	1174	2400	+	Azospirillum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__
K05973	GCMeta_00120435	INNIKJNC_01360	GCMeta_00120435_00079	4217	5437	+	Bradyrhizobium	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__
K05973	GCMeta_01343061	INNINGPN_01478	GCMeta_01343061_00010	13143	14381	+	Erythrobacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__
K05973	GCMeta_01252053	INNKHNDB_00943	GCMeta_01252053_00028	11503	13131	+	Limnohabitans_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__
K05973	GCMeta_00799430	INPKINAF_00755	NODE_1236_length_23182_cov_4.361266	16823	18067	+	UBA11164	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__UBA11164;s__
K05973	GCMeta_00799430	INPKINAF_01474	NODE_2379_length_14509_cov_4.111388	1171	3123	+	UBA11164	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__UBA11164;s__
K05973	GCMeta_01335112	IOAEHGJH_01648	GCMeta_01335112_00067	11063	12385	-	Pseudolabrys sp945861265	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys sp945861265
K05973	GCMeta_01335112	IOAEHGJH_02916	GCMeta_01335112_00237	320	1537	+	Pseudolabrys sp945861265	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys sp945861265
K05973	GCMeta_01334287	IOAKCJGG_00492	GCMeta_01334287_00012	3765	5057	+	Polynucleobacter	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__
K05973	GCMeta_01098207	IOBKEHPK_02443	GCMeta_01098207_00026	27831	29081	-	Palsibacter borealis	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Palsibacter;s__Palsibacter borealis
K05973	GCMeta_00779110	IOCDIKKA_02619	k141_493991	11353	12657	-	Sandarakinorhabdus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandarakinorhabdus;s__
K05973	GCMeta_01098063	IODHCBPP_06181	GCMeta_01098063_01315	116	1363	+	JABFXX01	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__
K05973	GCMeta_00601235	IODPKKDF_03179	GCMeta_00601235_00333	663	2216	-	Paracidovorax sp913774955	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paracidovorax;s__Paracidovorax sp913774955
K05973	GCMeta_01343613	IOEFOJKB_00285	GCMeta_01343613_00005	29855	31075	+	CAMDGX01 sp947458025	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__CAMDGX01;s__CAMDGX01 sp947458025
K05973	GCMeta_01085944	IOEJJLIC_00325	GCMeta_01085944_00005	31288	32652	+	Aquabacterium_A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__
K05973	GCMeta_01147099	IOELMPCJ_01284	GCMeta_01147099_00076	4708	5988	-	Brevundimonas	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;s__
K05973	GCMeta_00541640	IOFEALND_00492	GCMeta_00541640_00011	42830	44047	-	Sphingopyxis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__
K05973	GCMeta_00782506	IOFJGFOA_01480	NODE_1170_length_19132_cov_18.569272	6437	7699	+	Sphingomonadaceae	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__;s__
K05973	GCMeta_01338289	IOGDGKEM_01888	GCMeta_01338289_00107	2180	3607	+	Limnohabitans	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__
K05973	GCMeta_01265481	IOGFCOFM_00234	GCMeta_01265481_00014	5462	6853	+	LMDS01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__LMDS01;s__
K05973	GCMeta_00797536	IOGJGCIE_00486	NODE_6404_length_8569_cov_3.111581	6009	7286	+	Metallibacterium	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Metallibacterium;s__
K05973	GCMeta_02134570	IOGPKDAO_05584	GCMeta_02134570_00113	10769	11995	-	Azospirillum sp023423695	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__Azospirillum sp023423695
K05973	GCMeta_01276871	IOHJDNJN_02401	GCMeta_01276871_00117	23	1018	-	Limnobacter sp902506325	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp902506325
K05973	GCMeta_01305247	IOHLOPDJ_01019	GCMeta_01305247_00003	209911	211296	+	UBA1573	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA1573;s__
K05973	GCMeta_00542493	IOIGBBLN_02582	GCMeta_00542493_00073	6059	7384	+	Hylemonella	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hylemonella;s__
K05973	GCMeta_00799259	IOIGGIPK_01013	NODE_10878_length_6149_cov_5.366262	3488	4780	-	NORP110	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NORP110;s__
K05973	GCMeta_00541927	IOINBICO_01473	GCMeta_00541927_00016	63376	64596	+	Sphingopyxis sp001468395	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis sp001468395
K05973	GCMeta_01146110	IOJBBNHJ_02383	GCMeta_01146110_00054	6268	7530	+	Maricaulis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Maricaulis;s__
K05973	GCMeta_01315240	IOJDPACN_01560	GCMeta_01315240_00024	38833	40047	-	UBA7672 sp937873805	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__UBA7672;s__UBA7672 sp937873805
K05973	GCMeta_01290994	IOJIOFIN_01482	GCMeta_01290994_00146	2297	3538	+	JADKFD01 sp016717705	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-5;g__JADKFD01;s__JADKFD01 sp016717705
K05973	GCMeta_01332072	IOKKAIHN_02143	GCMeta_01332072_00018	48027	49274	+	UBA4615	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA4615;s__
K05973	GCMeta_01332072	IOKKAIHN_02527	GCMeta_01332072_00023	65285	66454	-	UBA4615	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__UBA4615;s__
K05973	GCMeta_00542901	IOLGKJBK_03143	GCMeta_00542901_00036	3972	5192	-	Sphingopyxis sp005503165	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis sp005503165
K05973	GCMeta_01330402	IOLHCHMF_01959	GCMeta_01330402_00183	443	1879	-	Rhodoferax_C	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__
K05973	GCMeta_01301774	IOLKCLLI_01660	GCMeta_01301774_00084	1131	2630	+	JAEUOU01 sp016790575	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAEUOU01;s__JAEUOU01 sp016790575
K05973	GCMeta_01341849	IOLPOLFG_01745	GCMeta_01341849_00035	11214	12617	+	Limnohabitans sp903842945	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans;s__Limnohabitans sp903842945
K05973	GCMeta_01325102	IOMFGFMG_00213	GCMeta_01325102_00005	24842	26059	+	Polynucleobacter sp903880555	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp903880555
K05973	GCMeta_01325102	IOMFGFMG_00275	GCMeta_01325102_00008	23	1312	+	Polynucleobacter sp903880555	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp903880555
K05973	GCMeta_01338285	IONBNNLC_00621	GCMeta_01338285_00058	4780	6063	+	Quisquiliibacterium	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Quisquiliibacterium;s__
K05973	GCMeta_01336824	IONEEDJE_00991	GCMeta_01336824_00154	1710	2939	-	SYFN01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__SYFN01;s__
K05973	GCMeta_01261447	IONHKOJP_01415	GCMeta_01261447_00035	14492	15796	-	JAEMQF01	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAEMQF01;s__
K05973	GCMeta_00541903	IOOLMGNB_01993	GCMeta_00541903_00077	9750	11072	-	CAIUPE01	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__CAIUPE01;s__
K05973	GCMeta_01332025	IOONAFLK_00595	GCMeta_01332025_00008	31283	32617	+	Alsobacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Alsobacter;s__
K05973	GCMeta_01332025	IOONAFLK_02995	GCMeta_01332025_00085	14755	15966	+	Alsobacter	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Alsobacter;s__
K05973	GCMeta_01228709	IOPGKOLA_01900	GCMeta_01228709_00063	1366	2592	+	MED-G52 sp001627375	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MED-G52;s__MED-G52 sp001627375
